EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,NDESCRIPTIVETRIALS,LEARNINGMODE,PREFERREDROUTE,CONTROLROUTE_C,TREATMENTROUTE_T,PREFERREDDIRECTION,CONTROLALTERNATIVE_C,TREATMENTALTERNATIVE_T,PREFERREDALTERNATIVE_T
descriptiveTreatmentCondition1,34, C11,3,6,4,12,7,7,23062017,123639,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,34, C11,3,6,2,10,8,8,23062017,123642,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,34, C11,2,6,2,4,9,9,23062017,123646,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,34, C11,3,6,3,11,10,10,23062017,123652,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,34, C11,2,6,3,5,11,11,23062017,123654,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,34, C11,3,6,1,9,12,12,23062017,123659,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,34, C11,3,6,5,13,13,13,23062017,123702,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,34, C11,2,6,6,8,14,14,23062017,123706,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,33, C56,2,6,2,4,1,1,23062017,114851,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,33, C56,2,6,1,3,2,2,23062017,114940,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,33, C56,3,6,2,10,3,3,23062017,115100,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,33, C56,1,2,2,2,4,4,23062017,115117,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,33, C56,2,6,4,6,5,5,23062017,115150,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,33, C56,3,6,6,14,6,6,23062017,115215,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,33, C56,3,6,1,9,7,7,23062017,115227,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,33, C56,3,6,4,12,8,8,23062017,115235,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,33, C56,2,6,6,8,9,9,23062017,115246,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,33, C56,3,6,3,11,10,10,23062017,115258,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,33, C56,2,6,5,7,11,11,23062017,115309,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,33, C56,3,6,5,13,12,12,23062017,115318,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,33, C56,2,6,3,5,13,13,23062017,115327,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,33, C56,1,2,1,1,14,14,23062017,115343,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,32, C51,2,6,3,5,1,1,23062017,115120,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,32, C51,1,2,2,2,2,2,23062017,115129,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,32, C51,3,6,5,13,3,3,23062017,115141,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,32, C51,2,6,2,4,4,4,23062017,115148,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,32, C51,3,6,2,10,5,5,23062017,115159,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,32, C51,3,6,4,12,6,6,23062017,115208,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,32, C51,2,6,6,8,7,7,23062017,115221,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,32, C51,2,6,5,7,8,8,23062017,115234,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,32, C51,3,6,6,14,9,9,23062017,115243,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,32, C51,2,6,4,6,10,10,23062017,115255,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,32, C51,3,6,3,11,11,11,23062017,115306,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,32, C51,1,2,1,1,12,12,23062017,115316,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,32, C51,2,6,1,3,13,13,23062017,115327,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,32, C51,3,6,1,9,14,14,23062017,115337,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,31, C16,1,2,2,2,1,1,23062017,114650,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,31, C16,3,6,3,11,2,2,23062017,114754,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,31, C16,2,6,2,4,3,3,23062017,114804,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,31, C16,3,6,4,12,4,4,23062017,114824,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,31, C16,2,6,5,7,5,5,23062017,114833,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,31, C16,2,6,6,8,6,6,23062017,114845,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,31, C16,2,6,3,5,7,7,23062017,114902,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,31, C16,3,6,5,13,8,8,23062017,114917,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,31, C16,2,6,4,6,9,9,23062017,114930,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,31, C16,2,6,1,3,10,10,23062017,114937,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,31, C16,3,6,2,10,11,11,23062017,115025,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,31, C16,1,2,1,1,12,12,23062017,115032,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,31, C16,3,6,1,9,13,13,23062017,115041,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,31, C16,3,6,6,14,14,14,23062017,115058,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,30, C36,3,6,4,12,1,1,23062017,120308,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,30, C36,2,6,4,6,2,2,23062017,120338,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,30, C36,3,6,5,13,3,3,23062017,120449,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,30, C36,2,6,1,3,4,4,23062017,120457,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,30, C36,3,6,2,10,5,5,23062017,120607,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,30, C36,3,6,3,11,6,6,23062017,120635,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,30, C36,2,6,3,5,7,7,23062017,120645,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,30, C36,3,6,1,9,8,8,23062017,120659,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,30, C36,3,6,6,14,9,9,23062017,120709,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,30, C36,2,6,6,8,10,10,23062017,120723,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,30, C36,2,6,2,4,11,11,23062017,120729,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,30, C36,2,6,5,7,12,12,23062017,120736,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,30, C36,1,2,2,2,13,13,23062017,120750,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,30, C36,1,2,1,1,14,14,23062017,120759,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,29, C31,3,6,5,13,1,1,23062017,112656,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,29, C31,2,6,1,3,2,2,23062017,112720,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,29, C31,2,6,4,6,3,3,23062017,112728,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,29, C31,2,6,5,7,4,4,23062017,112734,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,29, C31,3,6,1,9,5,5,23062017,112740,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,29, C31,3,6,4,12,6,6,23062017,112743,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,29, C31,2,6,2,4,7,7,23062017,112755,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,29, C31,1,2,2,2,8,8,23062017,112807,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,29, C31,2,6,3,5,9,9,23062017,112813,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,29, C31,2,6,6,8,10,10,23062017,112820,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,29, C31,3,6,6,14,11,11,23062017,112832,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,29, C31,1,2,1,1,12,12,23062017,112840,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,29, C31,3,6,3,11,13,13,23062017,112850,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,29, C31,3,6,2,10,14,14,23062017,112909,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,28, C11,1,2,1,1,1,1,23062017,114421,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,28, C11,2,6,6,8,2,2,23062017,114430,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,28, C11,2,6,3,5,3,3,23062017,114443,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,28, C11,2,6,4,6,4,4,23062017,114451,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,28, C11,3,6,5,13,5,5,23062017,114511,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,28, C11,3,6,1,9,6,6,23062017,114525,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,28, C11,2,6,1,3,7,7,23062017,114541,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,28, C11,3,6,2,10,8,8,23062017,114601,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,28, C11,3,6,6,14,9,9,23062017,114653,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,28, C11,3,6,4,12,10,10,23062017,114707,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,28, C11,2,6,5,7,11,11,23062017,114714,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,28, C11,3,6,3,11,12,12,23062017,114725,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,28, C11,2,6,2,4,13,13,23062017,114733,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,28, C11,1,2,2,2,14,14,23062017,114757,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,27, C56,3,6,4,12,1,1,23062017,105545,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,27, C56,1,2,2,2,2,2,23062017,105554,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,27, C56,2,6,2,4,3,3,23062017,105603,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,27, C56,2,6,3,5,4,4,23062017,105615,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,27, C56,2,6,5,7,5,5,23062017,105632,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,27, C56,2,6,6,8,6,6,23062017,105643,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,27, C56,3,6,1,9,7,7,23062017,105655,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,27, C56,3,6,2,10,8,8,23062017,105709,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,27, C56,1,2,1,1,9,9,23062017,105714,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,27, C56,2,6,4,6,10,10,23062017,105722,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,27, C56,3,6,3,11,11,11,23062017,105745,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,27, C56,3,6,6,14,12,12,23062017,105800,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,27, C56,2,6,1,3,13,13,23062017,105810,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,27, C56,3,6,5,13,14,14,23062017,105822,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,26, C16,2,6,1,3,1,1,23062017,103609,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,26, C16,2,6,2,4,2,2,23062017,103621,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,26, C16,3,6,4,12,3,3,23062017,103635,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,26, C16,2,6,5,7,4,4,23062017,103651,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,26, C16,3,6,1,9,5,5,23062017,103704,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,26, C16,2,6,6,8,6,6,23062017,103722,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,26, C16,1,2,2,2,7,7,23062017,103729,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,26, C16,2,6,3,5,8,8,23062017,103735,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,26, C16,3,6,3,11,9,9,23062017,103750,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,26, C16,3,6,6,14,10,10,23062017,103812,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,26, C16,1,2,1,1,11,11,23062017,103817,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,26, C16,2,6,4,6,12,12,23062017,103823,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,26, C16,3,6,5,13,13,13,23062017,103829,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,26, C16,3,6,2,10,14,14,23062017,103837,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,25, C31,2,6,1,3,1,1,23062017,103025,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,25, C31,3,6,5,13,2,2,23062017,103037,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,25, C31,3,6,6,14,3,3,23062017,103056,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,25, C31,3,6,1,9,4,4,23062017,103105,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,25, C31,2,6,2,4,5,5,23062017,103116,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,25, C31,2,6,5,7,6,6,23062017,103135,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,25, C31,3,6,2,10,7,7,23062017,103141,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,25, C31,1,2,2,2,8,8,23062017,103145,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,25, C31,2,6,6,8,9,9,23062017,103152,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,25, C31,2,6,4,6,10,10,23062017,103159,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,25, C31,3,6,3,11,11,11,23062017,103211,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,25, C31,3,6,4,12,12,12,23062017,103224,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,25, C31,2,6,3,5,13,13,23062017,103229,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,25, C31,1,2,1,1,14,14,23062017,103233,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,24, C11,3,6,2,10,1,1,23062017,103211,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,24, C11,3,6,5,13,2,2,23062017,103217,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,24, C11,3,6,4,12,3,3,23062017,103312,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,24, C11,1,2,2,2,4,4,23062017,103322,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,24, C11,3,6,1,9,5,5,23062017,103330,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,24, C11,2,6,1,3,6,6,23062017,103418,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,24, C11,2,6,6,8,7,7,23062017,103426,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,24, C11,2,6,3,5,8,8,23062017,103436,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,24, C11,2,6,4,6,9,9,23062017,103455,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,24, C11,2,6,2,4,10,10,23062017,103510,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,24, C11,3,6,3,11,11,11,23062017,103531,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,24, C11,1,2,1,1,12,12,23062017,103541,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,24, C11,2,6,5,7,13,13,23062017,103545,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,24, C11,3,6,6,14,14,14,23062017,103643,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,23, C56,1,2,1,1,1,1,23062017,100201,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,23, C56,3,6,1,9,2,2,23062017,100229,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,23, C56,3,6,3,11,3,3,23062017,100251,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,23, C56,1,2,2,2,4,4,23062017,100300,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,23, C56,2,6,5,7,5,5,23062017,100314,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,23, C56,2,6,6,8,6,6,23062017,100322,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,23, C56,3,6,2,10,7,7,23062017,100338,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,23, C56,2,6,1,3,8,8,23062017,100349,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,23, C56,3,6,6,14,9,9,23062017,100402,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,23, C56,2,6,2,4,10,10,23062017,100408,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,23, C56,3,6,5,13,11,11,23062017,100429,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,23, C56,2,6,3,5,12,12,23062017,100442,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,23, C56,3,6,4,12,13,13,23062017,100455,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,23, C56,2,6,4,6,14,14,23062017,100507,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,22, C51,2,6,5,7,1,1,23062017,93907,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,22, C51,2,6,3,5,2,2,23062017,93915,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,22, C51,3,6,5,13,3,3,23062017,93923,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,22, C51,3,6,6,14,4,4,23062017,93934,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,22, C51,3,6,4,12,5,5,23062017,93941,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,22, C51,2,6,4,6,6,6,23062017,93949,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,22, C51,1,2,1,1,7,7,23062017,93957,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,22, C51,2,6,1,3,8,8,23062017,94004,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,22, C51,3,6,2,10,9,9,23062017,94009,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,22, C51,2,6,2,4,10,10,23062017,94022,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,22, C51,3,6,3,11,11,11,23062017,94041,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,22, C51,1,2,2,2,12,12,23062017,94051,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,22, C51,2,6,6,8,13,13,23062017,94059,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,22, C51,3,6,1,9,14,14,23062017,94114,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,21, C31,2,6,6,8,1,1,23062017,94014,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,21, C31,3,6,6,14,2,2,23062017,94045,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,21, C31,2,6,3,5,3,3,23062017,94058,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,21, C31,3,6,3,11,4,4,23062017,94126,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,21, C31,1,2,2,2,5,5,23062017,94136,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,21, C31,3,6,4,12,6,6,23062017,94144,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,21, C31,3,6,2,10,7,7,23062017,94153,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,21, C31,2,6,5,7,8,8,23062017,94158,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,21, C31,1,2,1,1,9,9,23062017,94206,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,21, C31,2,6,2,4,10,10,23062017,94214,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,21, C31,2,6,1,3,11,11,23062017,94218,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,21, C31,2,6,4,6,12,12,23062017,94230,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,21, C31,3,6,5,13,13,13,23062017,94236,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,21, C31,3,6,1,9,14,14,23062017,94241,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,20, C11,3,6,3,11,1,1,23062017,94430,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,20, C11,2,6,5,7,2,2,23062017,94443,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,20, C11,3,6,6,14,3,3,23062017,94505,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,20, C11,1,2,2,2,4,4,23062017,94521,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,20, C11,3,6,4,12,5,5,23062017,94538,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
