EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,TYPE,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,LEARNINGMODE,NLEARNINGTRIALS,NEXTRALEARNINGTRIALS,NTOTALLEARNINGTRIALS,NCONSEQUENCETRIALS,NTOTALTRIALS,RANDOMORIGIN,RANDOMDESTINATION,PREFERREDROUTE,CONTROLROUTE_C,TREATMENTROUTE_T,PREFERREDDIRECTION,CONTROLCOLOR_C,TREATMENTCOLOR_T,PREFERREDCOLOR,CERTAINTYLEVEL
simulatedTreatmentCondition1,70,C00,2,decision,6,6,8,6,4,19072017,102031,halfRandom,2,2,4,1,4,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,70,C00,2,confirmation,6,6,8,6,4,19072017,102059,halfRandom,2,2,4,1,5,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,70
simulatedTreatmentCondition1,70,C00,2,decision,6,3,5,7,5,19072017,102137,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,70,C00,2,confirmation,6,3,5,7,5,19072017,102158,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,80
simulatedTreatmentCondition1,70,C00,2,decision,6,5,7,8,6,19072017,102309,halfRandom,2,2,4,1,4,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,70,C00,2,confirmation,6,5,7,8,6,19072017,102333,halfRandom,2,2,4,1,5,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,45
simulatedTreatmentCondition1,70,C00,3,decision,6,4,12,9,1,19072017,102918,halfRandom,4,4,8,2,8,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,70,C00,3,confirmation,6,4,12,9,1,19072017,102958,halfRandom,4,4,8,2,10,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,75
simulatedTreatmentCondition1,70,C00,3,decision,6,5,13,10,2,19072017,103127,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,70,C00,3,confirmation,6,5,13,10,2,19072017,103208,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,64
simulatedTreatmentCondition1,70,C00,3,decision,6,6,14,11,3,19072017,103320,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,70,C00,3,confirmation,6,6,14,11,3,19072017,103358,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,85
simulatedTreatmentCondition1,70,C00,3,decision,6,2,10,12,4,19072017,103509,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedTreatmentCondition1,70,C00,3,confirmation,6,2,10,12,4,19072017,103548,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,86
simulatedTreatmentCondition1,70,C00,3,decision,6,3,11,13,5,19072017,103658,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,70,C00,3,confirmation,6,3,11,13,5,19072017,103738,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,80
simulatedTreatmentCondition1,70,C00,3,decision,6,1,9,14,6,19072017,103848,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,70,C00,3,confirmation,6,1,9,14,6,19072017,103929,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,48
simulatedControlCondition,69,B00,1,decision,2,1,1,1,1,19072017,101312,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,69,B00,1,confirmation,2,1,1,1,1,19072017,101344,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,100
simulatedControlCondition,69,B00,1,decision,2,2,2,2,2,19072017,101509,halfRandom,2,2,4,1,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,69,B00,1,confirmation,2,2,2,2,2,19072017,101538,halfRandom,2,2,4,1,5,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,90
simulatedControlCondition,69,B00,2,decision,6,4,6,3,1,19072017,101723,halfRandom,2,2,4,1,4,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,69,B00,2,confirmation,6,4,6,3,1,19072017,101755,halfRandom,2,2,4,1,5,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,85
simulatedControlCondition,69,B00,2,decision,6,3,5,4,2,19072017,101838,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,69,B00,2,confirmation,6,3,5,4,2,19072017,101901,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,85
simulatedControlCondition,69,B00,2,decision,6,1,3,5,3,19072017,101942,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,69,B00,2,confirmation,6,1,3,5,3,19072017,102011,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,95
simulatedControlCondition,69,B00,2,decision,6,5,7,6,4,19072017,102050,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,69,B00,2,confirmation,6,5,7,6,4,19072017,102119,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,95
simulatedControlCondition,69,B00,2,decision,6,6,8,7,5,19072017,102156,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,69,B00,2,confirmation,6,6,8,7,5,19072017,102226,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,95
simulatedControlCondition,69,B00,2,decision,6,2,4,8,6,19072017,102305,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,69,B00,2,confirmation,6,2,4,8,6,19072017,102325,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,98
simulatedControlCondition,69,B00,3,decision,6,2,10,9,1,19072017,102832,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,69,B00,3,confirmation,6,2,10,9,1,19072017,102918,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,70
simulatedControlCondition,69,B00,3,decision,6,4,12,10,2,19072017,103034,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,69,B00,3,confirmation,6,4,12,10,2,19072017,103118,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,75
simulatedControlCondition,69,B00,3,decision,6,1,9,11,3,19072017,103233,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,69,B00,3,confirmation,6,1,9,11,3,19072017,103312,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,90
simulatedControlCondition,69,B00,3,decision,6,3,11,12,4,19072017,103428,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,69,B00,3,confirmation,6,3,11,12,4,19072017,103511,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,75
simulatedControlCondition,69,B00,3,decision,6,5,13,13,5,19072017,103626,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,69,B00,3,confirmation,6,5,13,13,5,19072017,103706,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,60
simulatedControlCondition,69,B00,3,decision,6,6,14,14,6,19072017,103940,halfRandom,4,4,8,2,8,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,69,B00,3,confirmation,6,6,14,14,6,19072017,104021,halfRandom,4,4,8,2,10,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,60
simulatedTreatmentCondition1,68,A00,1,decision,2,2,2,1,1,19072017,101146,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,68,A00,1,confirmation,2,2,2,1,1,19072017,101220,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,65
simulatedTreatmentCondition1,68,A00,1,decision,2,1,1,2,2,19072017,101304,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,68,A00,1,confirmation,2,1,1,2,2,19072017,101329,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,70
simulatedTreatmentCondition1,68,A00,2,decision,6,2,4,3,1,19072017,101429,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,68,A00,2,confirmation,6,2,4,3,1,19072017,101457,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,65
simulatedTreatmentCondition1,68,A00,2,decision,6,5,7,4,2,19072017,101538,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,68,A00,2,confirmation,6,5,7,4,2,19072017,101605,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,50
simulatedTreatmentCondition1,68,A00,2,decision,6,4,6,5,3,19072017,101644,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,68,A00,2,confirmation,6,4,6,5,3,19072017,101706,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,70
simulatedTreatmentCondition1,68,A00,2,decision,6,3,5,6,4,19072017,101746,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,68,A00,2,confirmation,6,3,5,6,4,19072017,101809,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,70
simulatedTreatmentCondition1,68,A00,2,decision,6,6,8,7,5,19072017,101846,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,68,A00,2,confirmation,6,6,8,7,5,19072017,101908,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,70
simulatedTreatmentCondition1,68,A00,2,decision,6,1,3,8,6,19072017,101946,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,68,A00,2,confirmation,6,1,3,8,6,19072017,102008,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,90
simulatedTreatmentCondition1,68,A00,3,decision,6,1,9,9,1,19072017,102446,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,68,A00,3,confirmation,6,1,9,9,1,19072017,102525,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,70
simulatedTreatmentCondition1,68,A00,3,decision,6,3,11,10,2,19072017,102639,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedTreatmentCondition1,68,A00,3,confirmation,6,3,11,10,2,19072017,102717,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,80
simulatedTreatmentCondition1,68,A00,3,decision,6,2,10,11,3,19072017,102832,halfRandom,4,0,4,2,4,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,68,A00,3,confirmation,6,2,10,11,3,19072017,102912,halfRandom,4,0,4,2,6,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,80
simulatedTreatmentCondition1,68,A00,3,decision,6,6,14,12,4,19072017,103026,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,68,A00,3,confirmation,6,6,14,12,4,19072017,103106,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,70
simulatedTreatmentCondition1,68,A00,3,decision,6,5,13,13,5,19072017,103221,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,68,A00,3,confirmation,6,5,13,13,5,19072017,103308,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,80
simulatedTreatmentCondition1,68,A00,3,decision,6,4,12,14,6,19072017,103424,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,68,A00,3,confirmation,6,4,12,14,6,19072017,103511,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,80
simulatedControlCondition,67,C00,1,decision,2,2,2,1,1,18072017,181010,halfRandom,2,2,4,1,4,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,67,C00,1,confirmation,2,2,2,1,1,18072017,181045,halfRandom,2,2,4,1,5,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,70
simulatedControlCondition,67,C00,1,decision,2,1,1,2,2,18072017,181131,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,67,C00,1,confirmation,2,1,1,2,2,18072017,181200,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,50
simulatedControlCondition,67,C00,2,decision,6,6,8,3,1,18072017,181255,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,67,C00,2,confirmation,6,6,8,3,1,18072017,181316,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,100
simulatedControlCondition,67,C00,2,decision,6,5,7,4,2,18072017,181355,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,67,C00,2,confirmation,6,5,7,4,2,18072017,181416,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,100
simulatedControlCondition,67,C00,2,decision,6,4,6,5,3,18072017,181457,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,67,C00,2,confirmation,6,4,6,5,3,18072017,181519,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,100
simulatedControlCondition,67,C00,2,decision,6,2,4,6,4,18072017,181602,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,67,C00,2,confirmation,6,2,4,6,4,18072017,181623,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,80
simulatedControlCondition,67,C00,2,decision,6,1,3,7,5,18072017,181704,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,67,C00,2,confirmation,6,1,3,7,5,18072017,181726,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,70
simulatedControlCondition,67,C00,2,decision,6,3,5,8,6,18072017,181807,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,67,C00,2,confirmation,6,3,5,8,6,18072017,181828,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,90
simulatedControlCondition,67,C00,3,decision,6,4,12,9,1,18072017,182309,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,67,C00,3,confirmation,6,4,12,9,1,18072017,182349,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,100
simulatedControlCondition,67,C00,3,decision,6,1,9,10,2,18072017,182508,halfRandom,4,0,4,2,4,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,67,C00,3,confirmation,6,1,9,10,2,18072017,182548,halfRandom,4,0,4,2,6,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,80
simulatedControlCondition,67,C00,3,decision,6,6,14,11,3,18072017,182707,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,67,C00,3,confirmation,6,6,14,11,3,18072017,182748,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,80
simulatedControlCondition,67,C00,3,decision,6,5,13,12,4,18072017,182908,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,67,C00,3,confirmation,6,5,13,12,4,18072017,182946,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,70
simulatedControlCondition,67,C00,3,decision,6,2,10,13,5,18072017,183103,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,67,C00,3,confirmation,6,2,10,13,5,18072017,183142,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,100
simulatedControlCondition,67,C00,3,decision,6,3,11,14,6,18072017,183257,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,67,C00,3,confirmation,6,3,11,14,6,18072017,183336,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,90
simulatedTreatmentCondition1,66,B00,1,decision,2,1,1,1,1,18072017,183443,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,66,B00,1,confirmation,2,1,1,1,1,18072017,183518,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,100
simulatedTreatmentCondition1,66,B00,1,decision,2,2,2,2,2,18072017,183603,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,66,B00,1,confirmation,2,2,2,2,2,18072017,183635,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,50
simulatedTreatmentCondition1,66,B00,2,decision,6,5,7,3,1,18072017,183727,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,66,B00,2,confirmation,6,5,7,3,1,18072017,183752,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,100
simulatedTreatmentCondition1,66,B00,2,decision,6,1,3,4,2,18072017,183837,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,66,B00,2,confirmation,6,1,3,4,2,18072017,183909,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,80
simulatedTreatmentCondition1,66,B00,2,decision,6,4,6,5,3,18072017,183955,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
