EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,NTRIAL,TYPETRIAL,LEARNINGMODE,RANDOMORIGIN,RANDOMDESTINATION,ROUTESHOWN,CONTROLROUTE_C,TREATMENTROUTE_T,DIRECTIONSHOWN,CONTROLCOLOR_C,TREATMENTCOLOR_T,COLORSHOWN,WAITING,TRAVEL,JOURNEY
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121058,5,extraLearning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,0.02,0.06,0.08
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121100,6,extraLearning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.04,0.08,0.12
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121101,7,extraLearning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,0.06,0.06,0.12
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121103,8,extraLearning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.04,0.04,0.08
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121109,9,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.04,0.04,0.08
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121111,10,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.04,0.08,0.12
simulatedControlCondition,73,C00,3,6,4,12,10,2,19072017,121125,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0,0.06,0.06
simulatedControlCondition,73,C00,3,6,4,12,10,2,19072017,121126,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,4,12,10,2,19072017,121128,3,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0.08,0.06,0.14
simulatedControlCondition,73,C00,3,6,4,12,10,2,19072017,121130,4,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,4,12,10,2,19072017,121134,5,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,4,12,10,2,19072017,121136,6,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,1,9,11,3,19072017,121141,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,0.02,0.06,0.08
simulatedControlCondition,73,C00,3,6,1,9,11,3,19072017,121142,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,1,9,11,3,19072017,121144,3,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,0.06,0.06,0.12
simulatedControlCondition,73,C00,3,6,1,9,11,3,19072017,121146,4,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,1,9,11,3,19072017,121149,5,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,1,9,11,3,19072017,121151,6,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,5,13,12,4,19072017,121155,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.04,0.1,0.14
simulatedControlCondition,73,C00,3,6,5,13,12,4,19072017,121155,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,5,13,12,4,19072017,121156,3,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.04,0.02,0.06
simulatedControlCondition,73,C00,3,6,5,13,12,4,19072017,121158,4,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,5,13,12,4,19072017,121205,5,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.04,0.02,0.06
simulatedControlCondition,73,C00,3,6,5,13,12,4,19072017,121207,6,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.04,0.1,0.14
simulatedControlCondition,73,C00,3,6,6,14,13,5,19072017,121213,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.04,0.1,0.14
simulatedControlCondition,73,C00,3,6,6,14,13,5,19072017,121214,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.08,0.06,0.14
simulatedControlCondition,73,C00,3,6,6,14,13,5,19072017,121215,3,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.04,0.02,0.06
simulatedControlCondition,73,C00,3,6,6,14,13,5,19072017,121216,4,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0,0.06,0.06
simulatedControlCondition,73,C00,3,6,6,14,13,5,19072017,121219,5,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0,0.06,0.06
simulatedControlCondition,73,C00,3,6,6,14,13,5,19072017,121221,6,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.08,0.06,0.14
simulatedControlCondition,73,C00,3,6,2,10,14,6,19072017,121226,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,2,10,14,6,19072017,121226,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.04,0.04,0.08
simulatedControlCondition,73,C00,3,6,2,10,14,6,19072017,121227,3,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,3,6,2,10,14,6,19072017,121229,4,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.04,0.08,0.12
simulatedControlCondition,73,C00,3,6,2,10,14,6,19072017,121232,5,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.04,0.08,0.12
simulatedControlCondition,73,C00,3,6,2,10,14,6,19072017,121233,6,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.04,0.04,0.08
simulatedTreatmentCondition1,72,B00,0,1,1,None,None,None,19072017,120446,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,4,8
simulatedTreatmentCondition1,72,B00,0,1,1,None,None,None,19072017,120509,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,5,5,10
simulatedTreatmentCondition1,72,B00,1,2,2,2,1,1,19072017,120644,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,4,10
simulatedTreatmentCondition1,72,B00,1,2,2,2,1,1,19072017,120708,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,6,6,12
simulatedTreatmentCondition1,72,B00,1,2,2,2,1,1,19072017,120748,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,4,10
simulatedTreatmentCondition1,72,B00,1,2,1,1,2,2,19072017,120821,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,6,6,12
simulatedTreatmentCondition1,72,B00,1,2,1,1,2,2,19072017,120842,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,6,10
simulatedTreatmentCondition1,72,B00,1,2,1,1,2,2,19072017,120906,3,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,6,10
simulatedTreatmentCondition1,72,B00,2,6,6,8,3,1,19072017,120940,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,7,2,9
simulatedTreatmentCondition1,72,B00,2,6,6,8,3,1,19072017,120959,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,2,8,10
simulatedTreatmentCondition1,72,B00,2,6,6,8,3,1,19072017,121021,3,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,2,8,10
simulatedTreatmentCondition1,72,B00,2,6,3,5,4,2,19072017,121051,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,2,9,11
simulatedTreatmentCondition1,72,B00,2,6,3,5,4,2,19072017,121109,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,8,2,10
simulatedTreatmentCondition1,72,B00,2,6,3,5,4,2,19072017,121131,3,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,8,2,10
simulatedTreatmentCondition1,72,B00,2,6,5,7,5,3,19072017,121154,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,2,8,10
simulatedTreatmentCondition1,72,B00,2,6,5,7,5,3,19072017,121211,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,8,1,9
simulatedTreatmentCondition1,72,B00,2,6,5,7,5,3,19072017,121232,3,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,8,1,9
simulatedTreatmentCondition1,72,B00,2,6,1,3,6,4,19072017,121257,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,6,10
simulatedTreatmentCondition1,72,B00,2,6,1,3,6,4,19072017,121316,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,6,4,10
simulatedTreatmentCondition1,72,B00,2,6,1,3,6,4,19072017,121341,3,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,6,4,10
simulatedTreatmentCondition1,72,B00,2,6,4,6,7,5,19072017,121407,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,8,2,10
simulatedTreatmentCondition1,72,B00,2,6,4,6,7,5,19072017,121427,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,3,8,11
simulatedTreatmentCondition1,72,B00,2,6,4,6,7,5,19072017,121450,3,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,8,2,10
simulatedTreatmentCondition1,72,B00,2,6,2,4,8,6,19072017,121514,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,1,9,10
simulatedTreatmentCondition1,72,B00,2,6,2,4,8,6,19072017,121533,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,9,1,10
simulatedTreatmentCondition1,72,B00,2,6,2,4,8,6,19072017,121556,3,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,9,1,10
simulatedTreatmentCondition1,72,B00,3,6,3,11,9,1,19072017,121927,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,8,12
simulatedTreatmentCondition1,72,B00,3,6,3,11,9,1,19072017,121942,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,2,6,8
simulatedTreatmentCondition1,72,B00,3,6,3,11,9,1,19072017,121958,3,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,4,8
simulatedTreatmentCondition1,72,B00,3,6,3,11,9,1,19072017,122018,4,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,6,6,12
simulatedTreatmentCondition1,72,B00,3,6,3,11,9,1,19072017,122042,5,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,8,12
simulatedTreatmentCondition1,72,B00,3,6,3,11,9,1,19072017,122100,6,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,4,8
simulatedTreatmentCondition1,72,B00,3,6,5,13,10,2,19072017,122132,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,10,14
simulatedTreatmentCondition1,72,B00,3,6,5,13,10,2,19072017,122150,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,5,13,10,2,19072017,122207,3,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,2,6
simulatedTreatmentCondition1,72,B00,3,6,5,13,10,2,19072017,122225,4,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,5,13,10,2,19072017,122240,5,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,2,6
simulatedTreatmentCondition1,72,B00,3,6,5,13,10,2,19072017,122302,6,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,10,14
simulatedTreatmentCondition1,72,B00,3,6,1,9,11,3,19072017,122322,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,2,6,8
simulatedTreatmentCondition1,72,B00,3,6,1,9,11,3,19072017,122340,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,1,9,11,3,19072017,122359,3,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,6,6,12
simulatedTreatmentCondition1,72,B00,3,6,1,9,11,3,19072017,122417,4,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,1,9,11,3,19072017,122436,5,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,1,9,11,3,19072017,122454,6,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,4,12,12,4,19072017,122518,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,4,12,12,4,19072017,122533,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0,6,6
simulatedTreatmentCondition1,72,B00,3,6,4,12,12,4,19072017,122551,3,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,4,12,12,4,19072017,122616,4,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,8,6,14
simulatedTreatmentCondition1,72,B00,3,6,4,12,12,4,19072017,122637,5,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,4,12,12,4,19072017,122700,6,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,2,10,13,5,19072017,122730,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,8,12
simulatedTreatmentCondition1,72,B00,3,6,2,10,13,5,19072017,122748,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,2,10,13,5,19072017,122805,3,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,4,8
simulatedTreatmentCondition1,72,B00,3,6,2,10,13,5,19072017,122825,4,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,2,10,13,5,19072017,122844,5,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,2,10,13,5,19072017,122910,6,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,72,B00,3,6,6,14,14,6,19072017,122928,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,2,6
simulatedTreatmentCondition1,72,B00,3,6,6,14,14,6,19072017,122950,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,8,6,14
simulatedTreatmentCondition1,72,B00,3,6,6,14,14,6,19072017,123012,3,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,10,14
simulatedTreatmentCondition1,72,B00,3,6,6,14,14,6,19072017,123030,4,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0,6,6
simulatedTreatmentCondition1,72,B00,3,6,6,14,14,6,19072017,123054,5,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,10,14
simulatedTreatmentCondition1,72,B00,3,6,6,14,14,6,19072017,123111,6,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,2,6
simulatedControlCondition,71,A00,0,1,1,None,None,None,19072017,121301,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,4,8
simulatedControlCondition,71,A00,0,1,1,None,None,None,19072017,121321,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,5,5,10
simulatedControlCondition,71,A00,1,2,2,2,1,1,19072017,121443,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,6,6,12
simulatedControlCondition,71,A00,1,2,2,2,1,1,19072017,121503,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,6,4,10
simulatedControlCondition,71,A00,1,2,2,2,1,1,19072017,121546,3,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,6,6,12
simulatedControlCondition,71,A00,1,2,1,1,2,2,19072017,121615,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,6,10
simulatedControlCondition,71,A00,1,2,1,1,2,2,19072017,121638,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,6,6,12
simulatedControlCondition,71,A00,1,2,1,1,2,2,19072017,121700,3,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,6,10
simulatedControlCondition,71,A00,2,6,4,6,3,1,19072017,121739,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,8,2,10
